Proj ID,Status,Title,RDC,Start Year,End Year,PI,Abstract,No. Datasets,DataName1,DataCode1,DataName2,DataCode2,DataName3,DataCode3,DataName4,DataCode4,DataName5,DataCode5,DataName6,DataCode6,DataName7,DataCode7,DataName8,DataCode8,DataName9,DataCode9,DataName10,DataCode10,DataName11,DataCode11,DataName12,DataCode12,DataName13,DataCode13,DataName14,DataCode14,DataName15,DataCode15,DataName16,DataCode16,DataName17,DataCode17,DataName18,DataCode18,DataName19,DataCode19,DataName20,DataCode20,DataName21,DataCode21,DataName22,DataCode22,DataName23,DataCode23,DataName24,DataCode24,DataName25,DataCode25,DataName26,DataCode26,DataName27,DataCode27,DataName28,DataCode28,DataName29,DataCode29,DataName30,DataCode30,DataName31,DataCode31,DataName32,DataCode32,DataName33,DataCode33,DataName34,DataCode34,DataName35,DataCode35,DataName36,DataCode36,DataName37,DataCode37,DataName38,DataCode38,DataName39,DataCode39,DataName40,DataCode40,DataName41,DataCode41,DataName42,DataCode42,DataName43,DataCode43,DataName44,DataCode44,DataName45,DataCode45,DataName46,DataCode46,DataName47,DataCode47,DataName48,DataCode48,DataName49,DataCode49,DataName50,DataCode50,DataName51,DataCode51,DataName52,DataCode52,DataName53,DataCode53,DataName54,DataCode54,DataName55,DataCode55,DataName56,DataCode56,DataName57,DataCode57,DataName58,DataCode58,No. Researchers,Researcher1,Researcher2,Researcher3,Researcher4,Researcher5,Researcher6,Researcher7,Researcher8,Researcher9,Researcher10,Researcher11,Researcher12,Researcher13,Researcher14,Researcher15,Researcher16,Researcher17,Researcher18,Researcher19,Researcher20,Researcher21,Researcher22,Researcher23,Researcher24,Researcher25,Researcher26,Researcher27,Researcher28,Researcher29,Researcher30,Researcher31,Researcher32,Researcher33,Researcher34
878,Completed,Using Census Data for Understanding Private Sector Employer Provision of Health Insurance ,Minnesota,2011,2015.0,Jean M Abraham,"Employers and employees face economic incentives that encourage health insurance provision through the workplace. This project will use the Medical Expenditure Panel Survey-Insurance Component (MEPS-IC) augmented with other federal and non-federal data sources to analyze employer behavior regarding the provision of health insurance. Specifically, we will estimate the net advantage or disadvantage to private sector employers of keeping or dropping health insurance under any changing economic incentives created by reforms to health care. The “net advantage” of dropping health insurance reflects an establishment's assessment of the potential value of exchange-based premium assistance credits (subsidies) that its workers could get if the employer dropped coverage; the value of the tax subsidy associated with offering health insurance; and the cost of the employer-shared responsibility requirement that an employer would incur if it dropped coverage. In addition, we will quantify the relationship between an employer's propensity to offer insurance and the tax price of insurance among workers in the establishment, characteristics of the establishment and its workforce, labor market conditions, and competition in the market for health insurance by modeling an employer's decision to offer health insurance. Finally, we will predict how economic incentives facing employers will alter their incentives to provide health insurance. 
The MEPS-IC are critical for analyzing the proposed issues as no other nationally representative data set exists that contains detailed information on health benefit offerings, premiums, and workforce composition of U.S. establishments. The resulting analyses will inform the Census Bureau about the relation between health insurance provision by employers and the economic incentives that businesses face, which are driven in large part by the characteristics of their workers and their families. We will develop methods to enhance the information contained in the MEPS-IC with respect to measuring an establishment's workforce composition, including estimating the wage distribution of full-time workers within establishments who are most likely to be eligible for health insurance. We will also develop methods to facilitate a comparison of the distribution of wage income reported for workers relative to the distribution of household income by workers in establishments. These analyses can facilitate a more complete assessment of employers' changing incentives to offer health insurance and they can test the sensitivity of how particular assumptions about employer behavior affect the offering decision. The proposed research also will benefit the Census Bureau by providing population estimates of establishment offers of health insurance under existing economic incentives and offers a flexible model for understanding how employer behavior may change in light of new economic incentives (e.g., differences by state or under the Patient Protection and Affordable Care Act of 2010).",1,Medical Expenditure Panel Survey - Insurance Component,MEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Jean M Abraham,Roger D Feldman,Peter F Graven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Completed,"Business Cycles, Business Dynamics and Firm Behavior",Michigan,2013,2024.0,Francine Lafontaine,"The goal of this project is to provide insights into the microeconomic underpinnings and effects of business cycles. A key goal is to extend the existing literature by examining the effects of the recent ""great recession"" and the consequent (ongoing) recovery. Another goal is to examine these issues for firms operating in the retail and service sectors. Most of the literature to date has focused on manufacturing industries, which represent a decreasing portion of GDP in the U.S. and other developed economies. The project will consist of three main parts. First, we will study the effects of business cycles on entry and exit of employer establishments, as well as transitions between non-employer and employer status, controlling for the effect of other important variables such as area demographics, establishment as well as industry characteristics, market size, and regulatory and non-regulatory barriers to entry. Second, we will study the impact of the business cycle and local financial conditions on investment behavior as well as business growth. Finally, we will study how firm pricing decisions vary over the business cycle. Our primary sources of data will be the Longitudinal Business Database (LBD), the Integrated Longitudinal Business Database (ILBD), the Quarterly Financial Reports (QFR) and the Current Industrial Reports (CIR) maintained by the U.S. Census Bureau, which we will complement with other public use data to which we have access. ",19,Annual Capital Expenditures Survey,ACE,Annual Retail Trade Survey,ARTS,Annual Survey of Manufactures,ASM,Census of Construction Industries,CCN,"Census of Finance, Insurance, and Real Estate",CFI,Commodity Flow Survey,CFS,Current Industrial Reports,CIR,Census of Manufactures,CMF,Census of Retail Trade,CRT,Compustat-SSEL Bridge,CSB,Census of Services,CSR,Census of Wholesale Trade,CWH,Integrated Longitudinal Business Database,ILBD,Longitudinal Business Database - No Revenue,LBD,NBER-CES Manufacturing Industry Database (Public Use Dataset),NBERCES_PUBLIC,Quarterly Financial Report Census Years,QFRCEN,Survey of Business Owners,SBO,Standard Statistical Establishment Listing,SSL,Standard Statistical Establishment List - non Name and Address File,SSL_XNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Matthew R Backus,Natarajan N Balasubramanian,Jin Woo Chang,Yue Fang,Anirudh Jayanti,Sarah B Johnston,Parag Mahajan,Charles Murry,Jagadeesh M Sivadasan,James Wang,Eleanor R Wilking,Wenjian Xu,Marek Zapletal,Xu Zhang,,,,,,,,,,,,,,,,,,,,
881,Completed,Firm financial constraints and employment,Fed Board,2014,2021.0,Rebecca E Zarutskie,"This research examines how financial constraints affect firm behavior and how a financially constrained firm's employees conditionally influence the impact of those constraints. Types of constraints studied here include restricted access to commercial bank credit, venture capital financing, and public bond and equity markets. This research tests whether employees alleviate financial constraints by deferring wages until firms can pay them. It also examines the alternative hypothesis that workers exacerbate financial constraints by requiring higher upfront wages as compensation for the higher risk of failure that a financially constrained firm faces, leading such a firm to invest less in the development and training of its employees.",16,Annual Survey of Manufactures,ASM,Census of Manufactures,CMF,Census of Retail Trade,CRT,Compustat-SSEL Bridge,CSB,Census of Services,CSR,Census of Wholesale Trade,CWH,Longitudinal Business Database - No Revenue,LBD,LEHD Business Register Bridge (BRB) - 2008,LEHD-BRB-2008,LEHD Employer Characteristics File (ECF) - 2008,LEHD-ECF-2008,LEHD Employment History File (EHF) - 2008,LEHD-EHF-2008,LEHD Geocoded Address List (GAL) - 2008,LEHD-GAL-2008,LEHD Individual Characteristics File (ICF) - 2008,LEHD-ICF-2008,LEHD Quarterly Workforce Indicators (QWI) - 2008,LEHD-QWI-2008,LEHD Unit-to-Worker (U2W) - 2008,LEHD-U2W-2008,Ownership Change Database,OCD,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Tania Babina,Timothy Dore,Rebecca A Jorgensen,Vincent La,Wenting Ma,Paige P Ouimet,Geoffrey A Tate,Liu A Yang,Rebecca E Zarutskie,,,,,,,,,,,,,,,,,,,,,,,,,
884,Completed,The Dynamics of Participation in Subsidized Housing Programs in the US: Pathways into and out of Subsidized Housing,UCLA,2011,2014.0,Yana A Kucheva,"At the end of the 1990s, the federal government reorganized the way it provides subsidized housing assistance. As a result, voucher users surpassed the number of public housing residents, and Public Housing Authorities began to serve new tenants who are making affirmative steps to self-sufficiency as opposed to households experiencing the greatest housing-related needs. Using life table analysis, this project investigates how these changes have affected the length of stay of tenants in subsidized housing programs as well as the relative lengths of stay in public housing compared to other types of subsidized programs. Second, it examines the pathways that residents take to exit subsidized housing and implement a discrete-time multinomial logit model of the socioeconomic determinants of exits into the private housing market that takes account not only of the socioeconomic characteristics of individuals but also of the local housing and unemployment conditions. Finally, it traces the ability of exits from subsidized housing programs to improve the living conditions of the ones who transition into the private housing market. The research uses all panels of the Survey of Income and Program Participation (SIPP) covering the period between 1990 and 2008 as well as the Panel Study of Income Dynamics (PSID) for the period between 1969 and 2008.",1,Survey of Income and Program Participation (SIPP) Panels,SIPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Yana A Kucheva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Completed,Review of County Business Patterns Microdata for Island Areas (EPCD-453),Washington,2010,2012.0,Marc Rubin,"This project is concerned specifically with evaluating internal microdata for island areas that are U.S. possessions (Northern Marianas, Guam, U.S. Virgin Islands, American Samoa) to determine whether the published tabulations accurately reflect the underlying relationships in the microdata.  Any discrepancies will be reported to the program area as well as the Bureau of Economic Analysis for input into BEA's GDP estimates for the affected sectors and geographical units.",1,Standard Statistical Establishment List - non Name and Address File,SSL_XNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Completed,Analyzing Rental Affordability during the Great Recession 2007 to Present (AHS Small Grants Project),Washington,2011,2012.0,Katrin B Anacker,"This research addresses the following questions related to the impact of the current recession on rental affordability in the United States.  Are there statistically significant changes in average rental costs, the rental cost-to-income ratio, the physical attributes of rental housing units, and renter socio-economic characteristics from 2007 to 2009?  If so, are there any geographic disparities?  How do household characteristics, physical rental housing attributes, neighborhood characteristics, housing foreclosure rates, and fair market rents relate to rental housing affordability measured as rental housing cost burden?",1,American Housing Survey,AHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Completed,GETTING RURAL RIGHT IN THE AMERICAN HOUSING SURVEY (AHS Small Grants Project),Washington,2011,2012.0,Travis L George,"The issue of defining “rurality” confuses, perplexes, and confounds nearly everyone who works with or studies rural populations in the United States. This is particularly true in statistical analyses and surveys such as the American Housing Survey (AHS). While the AHS is one of the most detailed and valuable sources of information on the nation’s housing stock, the survey has substantial shortcomings and limitations concerning its coverage and reporting of rural households. This project carries out a detailed geographical analysis of the current rural sample within the AHS. The project incorporates several different rural classifications into the survey to provide a more comprehensive assessment of residence patterns. The project will provide recommendations to improve the reliability and coverage of rural housing units for future surveys.",1,American Housing Survey,AHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Completed,Examining the Long Term Effects of Early Health Shocks ,Wisconsin,2011,2018.0,Jason Fletcher,"This project examines the potential causal effects of in utero exposure to the 1918 flu pandemic on later life mortality and economic and social outcomes. The project first replicates previous findings indicating substantial evidence that exposure to the flu reduces years of schooling and income and increases several measures of poor health. The research will extend these findings to include measures of health insurance, occupation, mobility, marital status, and spousal characteristics. Although some of these intermediate and long-term effects have been documented in several papers, much less is known about the links with mortality. The research will help to fill in this gap by estimating overall and cause-specific mortality outcomes using the restricted National Longitudinal Mortality Study (NLMS) data. ",1,National Longitudinal Mortality Study,NLMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Jason Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Completed,Economic Performance and Venture Capital,Washington,2011,2015.0,Timothy Dore,"This project examines the importance of venture capital in the performance of local economies and individual firms. In particular, it examines employment, wages, firm entry, and firm exit at the local level, as well as employment, wages, patenting activity, and expenditure patterns at the firm level, and estimates the effect of venture capital on these performance measures.  In addition to detailing the characteristics of local economies and firms as a function of venture capital involvement, the project will generate findings aimed at improving the sampling methodologies of the Survey of Industrial Research and Development and the Business R&D and Innovation Survey. The project will extend existing bridges and build new ones between Census data and external data on patenting and venture capital activity. It will then rely on this external data to generate concrete suggestions on improving the sampling methodology of Census surveys. Finally, the project will compare estimates of aggregate and firm level performance from Census data with estimates from external data sources to identify any quality issues in several Census data sources. ",5,Annual Capital Expenditures Survey,ACE,Business Enterprise Research and Development Survey (BERD),BERD,Longitudinal Business Database - No Revenue,LBD,Survey of Industrial Research and Development,SIRD,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Timothy Dore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Completed,Understanding Cooperative Organizations,Wisconsin,2012,2019.0,Brent M Hueth,"The proposed project seeks to describe and explain the unique character of the cooperative business model, focusing on: (i) where cooperatives exist (both geographically and sectorally), (ii) how their incidence in the U.S. economy has evolved over time, (iii) how they differ structurally from investor-owned companies (e.g., scale and scope of operation, labor management and pay practices, capital structure, inter-firm linkages), and (iv) how these differences affect firm- and market-level economic performance.",10,Annual Survey of Manufactures,ASM,"Census of Finance, Insurance, and Real Estate",CFI,Census of Manufactures,CMF,Census of Retail Trade,CRT,Census of Services,CSR,"Census of Transportation, Communications, and Utilities",CUT,Census of Wholesale Trade,CWH,Integrated Longitudinal Business Database,ILBD,Longitudinal Business Database - No Revenue,LBD,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Anton Babkin,Thomas S Flory,Brent M Hueth,Heesun Jang,Christopher A Kanter,Christopher W Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
